4	0.000049	0.000056	0.000056	0.000045	0.000038	0.000041	0.000039	0.000042	0.000046	0.000044	0.000044	0.000093	0.000043	0.000043	0.000042	0.000040	0.000045	0.000041	0.000041	0.000038	0.000041	0.000045	0.000041	0.000042	0.000038	0.000041	0.000039	0.000042	0.000041	0.000048	
5	0.000073	0.000073	0.000073	0.000082	0.000078	0.000077	0.000078	0.000074	0.000079	0.000079	0.000074	0.000075	0.000074	0.000124	0.000083	0.000078	0.000073	0.000078	0.000079	0.000081	0.000078	0.000088	0.000076	0.000077	0.000077	0.000073	0.000076	0.000077	0.000076	0.000085	
6	0.000117	0.000122	0.000117	0.000111	0.000114	0.000120	0.000108	0.000117	0.000112	0.000119	0.000123	0.000112	0.000108	0.000110	0.000125	0.000120	0.000118	0.000110	0.000112	0.000111	0.000124	0.000111	0.000110	0.000109	0.000109	0.000116	0.000113	0.000114	0.000113	0.000113	
7	0.000126	0.000121	0.000125	0.000119	0.000126	0.000117	0.000118	0.000126	0.000122	0.000119	0.000117	0.000117	0.000119	0.000125	0.000118	0.000121	0.000119	0.000119	0.000125	0.000119	0.000145	0.000118	0.000117	0.000126	0.000116	0.000125	0.000121	0.000121	0.000123	0.000125	
8	0.000500	0.000454	0.000471	0.000461	0.000471	0.000456	0.000477	0.000517	0.000458	0.000469	0.000483	0.000456	0.000472	0.000455	0.000459	0.000454	0.000457	0.000501	0.000455	0.000453	0.000463	0.000452	0.000455	0.000459	0.000478	0.000495	0.000494	0.000453	0.000454	0.000495	
9	0.000770	0.000738	0.000733	0.000735	0.000740	0.000820	0.000797	0.000779	0.000740	0.000742	0.000758	0.000797	0.000826	0.000828	0.000763	0.000791	0.000756	0.000758	0.000759	0.000747	0.000736	0.000739	0.000792	0.000734	0.000735	0.000739	0.000766	0.000757	0.000780	0.000782	
10	0.000940	0.000916	0.000911	0.000936	0.000905	0.000947	0.000912	0.000915	0.000929	0.000914	0.000905	0.000899	0.000936	0.000907	0.000935	0.000937	0.000903	0.000929	0.000909	0.000929	0.000929	0.000909	0.000914	0.000912	0.000906	0.000906	0.000907	0.000905	0.000905	0.000933	
11	0.001006	0.001011	0.000973	0.000954	0.000975	0.000944	0.000946	0.000977	0.000940	0.000946	0.000943	0.000969	0.000950	0.000948	0.000949	0.000950	0.000947	0.000942	0.000950	0.000978	0.000949	0.000950	0.001027	0.000961	0.000957	0.000951	0.000989	0.001004	0.001007	0.001017	
12	0.005791	0.005545	0.005810	0.005574	0.006007	0.005580	0.005719	0.005596	0.005743	0.005789	0.005551	0.005813	0.005563	0.005600	0.005599	0.006057	0.005607	0.005603	0.005787	0.005786	0.005559	0.005569	0.005541	0.005557	0.005568	0.005754	0.005549	0.005618	0.005625	0.005718	
13	0.006022	0.006308	0.006046	0.006065	0.006020	0.006271	0.006051	0.006082	0.006037	0.006005	0.006080	0.006226	0.006047	0.007472	0.006027	0.006084	0.006483	0.006273	0.006021	0.006251	0.006198	0.006115	0.006080	0.006110	0.006271	0.006118	0.006012	0.006057	0.006021	0.006273	
14	0.009220	0.009166	0.009480	0.009225	0.009599	0.009479	0.009211	0.009205	0.009153	0.009180	0.009213	0.009193	0.009243	0.009288	0.009415	0.009241	0.009191	0.009182	0.009255	0.009488	0.009193	0.009523	0.009968	0.009232	0.009239	0.009494	0.009207	0.009225	0.009178	0.009176	
15	0.013635	0.013642	0.013583	0.014107	0.013946	0.013673	0.013788	0.013703	0.013710	0.013739	0.013707	0.014052	0.014205	0.013645	0.013673	0.013622	0.013627	0.014773	0.013710	0.013665	0.013640	0.013649	0.013643	0.013603	0.013725	0.013680	0.013626	0.013711	0.013582	0.013727	
16	0.019213	0.019971	0.019241	0.039626	0.019969	0.019287	0.019397	0.019952	0.019309	0.019281	0.019253	0.037102	0.044843	0.020024	0.019239	0.019436	0.019348	0.019935	0.019244	0.055729	0.019890	0.019220	0.019838	0.019340	0.020478	0.019886	0.019819	0.019907	0.019210	0.019239	
17	0.026084	0.029058	0.026876	0.023904	0.023964	0.023972	0.047120	0.024740	0.024068	0.023981	0.024002	0.044385	0.054447	0.064518	0.062393	0.059423	0.023892	0.024992	0.024701	0.023861	0.023915	0.023875	0.023917	0.064604	0.023978	0.050999	0.062601	0.068000	0.064558	0.063934	
18	0.037572	0.032657	0.067608	0.033470	0.067118	0.072537	0.064797	0.081498	0.081947	0.080371	0.036506	0.082575	0.080735	0.033690	0.036952	0.078143	0.034402	0.068105	0.080570	0.032643	0.067317	0.032444	0.057972	0.076368	0.067602	0.034212	0.069906	0.080205	0.032451	0.033576	
19	0.084022	0.054322	0.048815	0.079025	0.079245	0.080698	0.090423	0.036813	0.074460	0.079742	0.086884	0.088862	0.082487	0.088681	0.088451	0.038133	0.084549	0.084959	0.090330	0.036953	0.037038	0.091597	0.040396	0.036980	0.081488	0.051300	0.094142	0.093837	0.088236	0.089988	
20	0.107240	0.105237	0.103910	0.105156	0.049513	0.097875	0.046774	0.048020	0.101379	0.048737	0.102752	0.105938	0.047659	0.047762	0.048419	0.055220	0.056928	0.101434	0.050329	0.102590	0.071588	0.070107	0.086947	0.048469	0.103483	0.048332	0.046796	0.091225	0.100087	0.046983	
21	0.051127	0.051421	0.113255	0.114873	0.110928	0.098681	0.092038	0.051298	0.097390	0.058450	0.100704	0.109278	0.112618	0.055346	0.113195	0.110907	0.114180	0.114678	0.115464	0.118549	0.116516	0.052993	0.103570	0.114868	0.112839	0.115154	0.113517	0.061472	0.052883	0.108460	
22	0.067774	0.137776	0.134534	0.069866	0.068055	0.070229	0.067596	0.084482	0.067723	0.110357	0.067591	0.136578	0.068135	0.127897	0.134330	0.067752	0.067883	0.070067	0.137568	0.135105	0.132798	0.068127	0.130604	0.068452	0.099431	0.130479	0.067722	0.133184	0.133669	0.068254	
23	0.101912	0.098528	0.117838	0.069545	0.069426	0.069271	0.071469	0.083200	0.069470	0.071830	0.069676	0.135965	0.069774	0.127808	0.131316	0.122127	0.113984	0.072766	0.134679	0.132459	0.131821	0.130785	0.115165	0.074580	0.139391	0.133861	0.069676	0.130957	0.069129	0.072291	
24	0.157651	0.157407	0.089718	0.156608	0.127201	0.104447	0.089764	0.149684	0.132732	0.108689	0.092550	0.123115	0.149405	0.153806	0.086927	0.088048	0.130226	0.086773	0.134054	0.092190	0.133463	0.148294	0.147434	0.145545	0.147180	0.086939	0.151071	0.150140	0.091655	0.087306	
25	0.137549	0.156819	0.159892	0.142175	0.147116	0.093927	0.159800	0.138803	0.121528	0.124475	0.095154	0.091737	0.129287	0.129642	0.160100	0.159873	0.151970	0.124237	0.093489	0.156420	0.091857	0.091858	0.092848	0.156322	0.139026	0.167407	0.091898	0.116010	0.147939	0.144949	
26	0.131050	0.181567	0.121262	0.153901	0.159100	0.126298	0.150018	0.117306	0.108619	0.104868	0.160994	0.110289	0.151186	0.107765	0.120059	0.123118	0.112785	0.107006	0.115439	0.122436	0.123985	0.112123	0.112677	0.103802	0.151966	0.106120	0.152801	0.119457	0.104421	0.107788	
27	0.182390	0.128255	0.133524	0.126164	0.154435	0.108263	0.109427	0.110166	0.109055	0.123083	0.114687	0.124658	0.113470	0.107545	0.168990	0.107835	0.106937	0.114824	0.134881	0.114375	0.111010	0.119276	0.138480	0.114577	0.149780	0.130924	0.120284	0.122288	0.148054	0.107014	
28	0.121621	0.146763	0.131765	0.117643	0.113705	0.117918	0.165434	0.113998	0.121626	0.119056	0.156759	0.117499	0.121170	0.119590	0.131913	0.124582	0.129128	0.181614	0.127096	0.120775	0.121083	0.113722	0.120828	0.114093	0.170124	0.112906	0.142567	0.124458	0.140816	0.175966	
29	0.177953	0.149980	0.185066	0.197091	0.160940	0.188920	0.208379	0.172401	0.178623	0.143446	0.189140	0.145445	0.196790	0.147226	0.147475	0.146126	0.154321	0.172571	0.149089	0.170871	0.150129	0.159358	0.219579	0.154417	0.163741	0.158850	0.208643	0.172412	0.167076	0.149743	
30	0.219638	0.185117	0.176594	0.239022	0.182001	0.175223	0.206335	0.218641	0.200837	0.209979	0.185351	0.228926	0.241368	0.233806	0.181367	0.206591	0.187228	0.221440	0.222234	0.192287	0.183674	0.180066	0.178110	0.207668	0.179628	0.192375	0.219010	0.185914	0.196046	0.223226	
31	0.246411	0.242349	0.241846	0.240641	0.278789	0.270165	0.244190	0.293535	0.243849	0.228631	0.245748	0.277768	0.233694	0.249478	0.230130	0.233426	0.229204	0.259459	0.280678	0.253458	0.267878	0.235799	0.353680	0.297024	0.285333	0.273045	0.236660	0.281908	0.294366	0.285778	
32	0.308643	0.316184	0.323196	0.320037	0.249225	0.250537	0.322634	0.256295	0.293000	0.242256	0.249438	0.325895	0.274414	0.253752	0.307888	0.249680	0.244733	0.243157	0.251391	0.251442	0.243113	0.256925	0.314471	0.297771	0.316923	0.250825	0.245588	0.244966	0.292185	0.316649	
33	0.340956	0.342951	0.273650	0.277111	0.322150	0.351929	0.287570	0.295568	0.282459	0.333264	0.291448	0.302822	0.342597	0.304122	0.305837	0.294809	0.290664	0.283350	0.285876	0.288913	0.331623	0.283834	0.270718	0.311741	0.280762	0.329073	0.306819	0.308250	0.313396	0.277407	
