4	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
5	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
6	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
7	36	23	16	16	16	16	15	18	24	35	14	12	9	5	6	8	8	7	4	6	6	7	6	4	4	4	5	8	6	6	4	
8	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
9	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
10	43	27	19	27	24	24	28	34	42	62	27	26	17	12	14	16	12	9	4	8	8	9	8	5	5	5	7	10	7	8	5	
11	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
12	36	23	16	16	16	16	15	18	24	35	14	12	9	5	6	8	8	7	4	6	6	7	6	4	4	4	5	8	6	6	4	
13	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
14	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
15	34	22	15	16	16	16	15	18	24	35	14	12	9	5	5	6	6	6	4	6	6	7	6	4	4	4	5	8	6	6	4	
16	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
17	77	51	37	58	55	56	51	51	63	109	56	50	33	21	29	31	18	13	6	11	12	10	13	10	10	10	12	17	11	10	7	
18	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
19	34	22	16	16	16	16	15	18	27	37	12	13	9	5	6	7	7	7	4	7	7	6	6	4	4	4	5	8	6	6	4	
20	36	23	17	17	17	17	16	19	28	40	13	14	10	6	7	8	7	7	4	7	7	6	6	4	4	4	5	8	6	6	4	
21	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
22	83	56	50	67	64	64	60	68	77	130	66	67	39	26	39	39	25	16	9	17	18	18	21	14	16	15	19	29	14	13	8	
23	77	51	37	58	55	56	51	51	63	109	56	50	33	21	29	31	18	13	6	11	12	10	13	10	10	10	12	17	11	10	7	
24	77	51	37	58	55	56	51	51	63	109	56	50	33	21	29	31	18	13	6	11	12	10	13	10	10	10	12	17	11	10	7	
25	82	55	49	66	63	63	59	67	75	128	65	66	38	26	38	39	25	16	9	17	18	18	21	13	15	14	17	27	13	12	7	
26	82	55	49	66	63	63	59	67	75	128	65	66	38	26	38	39	25	16	9	17	18	18	21	13	15	14	17	27	13	12	7	
27	44	28	21	28	28	27	30	36	52	79	29	29	19	14	17	21	13	9	4	9	10	8	11	7	8	8	8	12	8	9	5	
28	36	23	17	17	17	17	16	19	28	40	13	14	10	6	7	8	7	7	4	7	7	6	6	4	4	4	5	8	6	6	4	
29	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
30	36	23	17	17	17	17	16	19	28	40	13	14	10	6	7	8	7	7	4	7	7	6	6	4	4	4	5	8	6	6	4	
31	83	56	50	67	64	64	60	68	77	130	66	67	39	26	39	39	25	16	9	17	18	18	21	14	16	15	19	29	14	13	8	
32	84	56	51	67	64	64	61	69	81	132	67	68	41	27	41	40	27	17	10	18	19	18	21	14	16	15	19	30	14	13	8	
33	77	51	37	58	55	56	51	51	63	109	56	50	33	21	29	31	18	13	6	11	12	10	13	10	10	10	12	17	11	10	7	
34	70	44	32	44	44	44	41	39	56	89	43	42	28	19	27	26	16	13	4	10	10	9	12	10	9	9	9	13	10	10	6	
35	70	44	32	44	44	44	41	39	56	89	43	42	28	19	27	26	16	13	4	10	10	9	12	10	9	9	9	13	10	10	6	
36	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
37	85	58	52	68	65	66	64	65	86	131	72	76	43	28	40	43	30	23	12	19	19	18	20	19	17	17	21	28	17	17	11	
38	84	57	51	66	64	64	61	64	83	130	70	70	40	27	38	41	28	19	11	18	19	17	20	17	17	17	19	25	15	15	10	
39	85	58	52	68	65	66	64	65	86	131	72	76	43	28	40	43	30	23	12	19	19	18	20	19	17	17	21	28	17	17	11	
40	85	60	52	68	65	68	67	69	89	136	78	82	48	32	44	48	35	26	17	23	22	21	22	20	19	18	21	29	18	17	11	
41	85	58	51	66	64	66	63	65	84	131	71	72	42	28	39	42	29	20	12	19	19	17	20	17	17	17	19	25	15	15	10	
42	80	53	47	63	63	63	59	59	72	118	64	64	37	24	33	34	21	14	8	15	17	15	18	14	14	13	15	21	13	12	7	
43	82	56	50	65	63	63	59	61	79	124	68	67	37	26	37	40	27	18	10	17	18	16	19	16	16	16	17	23	14	13	8	
