4	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
5	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
6	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
7	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
8	31	15	31	63	127	127	127	127	127	63	63	63	31	31	31	31	31	31	15	15	7	3	3	3	3	7	7	15	15	15	31	
9	59	33	55	96	162	163	155	155	165	87	91	86	45	46	43	44	40	44	26	22	14	8	11	11	11	15	15	31	31	19	35	
10	59	33	55	96	162	163	155	155	165	87	91	86	45	46	43	44	40	44	26	22	14	8	11	11	11	15	15	31	31	19	35	
11	31	15	31	63	127	127	127	127	127	63	63	63	31	31	31	31	31	31	15	15	7	3	3	3	3	7	7	15	15	15	31	
12	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
13	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
14	31	15	31	63	127	127	127	127	127	63	63	63	31	31	31	31	31	31	15	15	7	3	3	3	3	7	7	15	15	15	31	
15	31	15	31	63	127	127	127	127	127	63	63	63	31	31	31	31	31	31	15	15	7	3	3	3	3	7	7	15	15	15	31	
16	65	33	49	96	160	167	160	155	160	83	86	91	43	46	47	40	43	44	22	22	14	8	11	11	11	15	15	31	31	19	35	
17	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
18	65	33	49	96	160	167	160	155	160	83	86	91	43	46	47	40	43	44	22	22	14	8	11	11	11	15	15	31	31	19	35	
19	44	23	39	82	143	148	146	143	143	71	73	73	35	37	37	35	39	39	19	19	11	5	7	7	7	15	15	31	31	19	35	
20	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	?	
21	31	15	31	63	127	127	127	127	127	63	63	63	31	31	31	31	31	31	15	15	7	3	3	3	3	7	7	15	15	15	31	
22	44	23	39	82	143	148	146	143	143	71	73	73	35	37	37	35	39	39	19	19	11	5	7	7	7	15	15	31	31	19	35	
23	65	33	49	96	160	167	160	155	160	83	86	91	43	46	47	40	43	44	22	22	14	8	11	11	11	15	15	31	31	19	35	
24	65	33	51	96	160	167	161	158	160	84	87	91	44	46	48	41	45	45	23	23	15	10	13	13	13	17	17	33	33	21	37	
25	65	33	51	96	160	167	161	158	160	84	87	91	44	46	48	41	45	45	23	23	15	10	13	13	13	17	17	33	33	21	37	
26	65	33	51	96	160	167	161	158	160	84	87	91	44	46	48	41	45	45	23	23	15	10	13	13	13	17	17	33	33	21	37	
27	31	15	31	63	127	127	127	127	127	63	63	63	31	31	31	31	31	31	15	15	7	3	3	3	3	7	7	15	15	15	31	
28	31	15	31	63	127	127	127	127	127	63	63	63	31	31	31	31	31	31	15	15	7	3	3	3	3	7	7	15	15	15	31	
29	65	33	51	96	160	167	161	158	160	84	87	91	44	46	48	41	45	45	23	23	15	10	13	13	13	17	17	33	33	21	37	
30	65	33	49	96	160	167	160	155	160	83	86	91	43	46	47	40	43	44	22	22	14	8	11	11	11	15	15	31	31	19	35	
31	74	38	54	104	168	175	175	167	175	94	99	99	50	51	51	44	49	45	31	31	19	13	19	18	18	22	23	38	39	28	53	
32	74	38	58	96	175	175	175	167	175	94	99	99	50	51	51	44	49	45	31	31	19	13	19	18	18	22	23	38	39	28	53	
33	74	38	58	96	175	175	175	167	175	94	99	99	50	51	51	44	49	45	31	31	19	13	19	18	18	22	23	38	39	28	53	
34	74	38	61	104	180	197	179	170	180	97	116	117	53	60	53	50	53	51	37	35	21	18	25	26	25	28	27	42	44	33	63	
35	44	23	42	79	148	148	146	143	146	71	73	73	37	37	35	35	37	35	23	23	11	5	7	7	7	15	15	31	31	19	35	
36	61	35	54	91	165	168	161	156	162	84	91	91	46	47	45	41	45	41	27	27	15	10	13	13	13	17	17	33	33	21	37	
37	61	35	54	91	165	168	161	156	162	84	91	91	46	47	45	41	45	41	27	27	15	10	13	13	13	17	17	33	33	21	37	
38	74	38	58	96	175	175	175	167	175	94	99	99	50	51	51	44	49	45	31	31	19	13	19	18	18	22	23	38	39	28	53	
39	76	40	76	109	201	203	199	181	202	113	125	125	65	65	69	57	65	58	42	44	26	23	34	37	32	35	32	47	52	38	73	
40	75	39	65	105	185	200	184	173	186	100	119	121	58	62	58	51	57	53	38	38	23	19	25	26	26	28	27	42	44	34	65	
41	76	40	76	109	201	203	199	181	202	113	125	125	65	65	69	57	65	58	42	44	26	23	34	37	32	35	32	47	52	38	73	
42	61	35	54	91	165	168	161	156	162	84	91	91	46	47	45	41	45	41	27	27	15	10	13	13	13	17	17	33	33	21	37	
43	61	35	54	91	165	168	161	156	162	84	91	91	46	47	45	41	45	41	27	27	15	10	13	13	13	17	17	33	33	21	37	
