6620	6468	6620	6727	6727	6727	6727	6666	6620	6620	6468	6468	5850	5915	5850	5850	5850	5850	5915	5915	5915	5811	5787	5787	5787	5725	5787	5850	5850	5787	
6468	5915	6468	6666	6666	6666	6666	6620	6468	6468	5915	5915	5787	5850	5787	5787	5787	5811	5850	5850	5850	5787	5725	5725	5725	5722	5725	5787	5787	5725	
5915	5850	5915	6620	6620	6620	6620	6468	5915	5915	5850	5850	5725	5787	5725	5725	5725	5787	5811	5811	5811	5725	5722	5722	5722	5695	5722	5725	5725	5722	
5850	5787	5850	6468	6468	6468	6468	5915	5850	5850	5787	5787	5722	5725	5722	5722	5722	5725	5787	5787	5787	5722	5717	5717	5717	0	5695	5722	5722	5695	
5787	5725	5787	5915	5915	5915	5915	5850	5787	5787	5725	5725	5717	5722	5717	5717	5717	5722	5725	5725	5725	5717	5695	5695	5695	5694	0	5695	5695	0	
5725	5722	5725	5850	5850	5850	5850	5787	5725	5725	5722	5722	5695	5717	5695	5695	5695	5717	5722	5722	5722	5695	0	0	0	5691	5694	0	0	5691	
5722	5717	5722	5787	5787	5787	5787	5725	5722	5722	5717	5717	0	5695	0	0	0	5695	5717	5717	5717	0	5694	5694	5694	5672	5691	5691	5691	5678	
5717	5695	5717	5725	5725	5725	5725	5722	5717	5717	5695	5695	5694	0	5694	5694	5694	0	5695	5695	5695	5694	5691	5691	5691	5671	5672	5672	5678	5672	
5695	0	5695	5722	5722	5722	5722	5717	5695	5695	2.49678e-39	0	4.2039e-45	5694	0	0	0	5694	0	0	0	5691	5672	5672	5672	5666	5671	5671	5672	5671	
1.50743e-39	5694	1.50743e-39	5717	5717	5717	5717	5695	0	0	5694	5694	5691	0	5691	5691	5691	5691	5694	5694	5694	5672	5671	5671	5671	5643	5666	5666	5671	5666	
5694	0	5694	5695	5695	5695	5695	0	5694	5694	1.37753e-39	0	5672	5691	5672	5672	5672	5672	5691	5691	5691	5671	5666	5666	5666	5640	5643	5643	5666	5643	
2.38221e-44	5691	5.88077e-39	0	0	1.4013e-45	4.05658e-26	5694	0	0	5691	5691	5671	5672	5671	5671	5671	5671	5672	5672	5672	5666	5643	5643	5643	5610	5640	5640	5643	5640	
5691	5672	5691	5694	5694	5694	5694	4.59149e-41	5691	5691	5672	5672	5666	5671	5666	5666	5666	5666	5671	5671	5671	5643	5640	5640	5640	5586	5610	5610	5640	5610	
5672	5671	5672	0	2.91814e-39	0	5.73972e-42	5691	5672	5672	5671	5671	5645	5666	5643	5643	5643	5643	5666	5666	5666	5640	5625	5610	5610	5578	5586	5586	5610	5586	
5671	5666	5671	5691	5691	5691	5691	5672	5671	5671	5666	5666	5643	5645	5640	5640	5640	5640	5643	5643	5643	5625	5610	5586	5586	5566	5578	5578	5586	5578	
5666	5645	5666	5672	5672	5672	5672	5671	5666	5666	5645	5645	5640	5643	5625	5625	5625	5625	5640	5640	5640	5610	5586	5578	5578	5564	5566	5566	5578	5566	
5645	5640	5645	5671	5671	5671	5671	5666	5645	5645	5640	5640	5625	5640	5610	5610	5610	5610	5625	5625	5625	5586	5578	5566	5566	5533	5564	5564	5566	5564	
5640	5625	5640	5666	5666	5666	5666	5645	5640	5640	5625	5625	5610	5625	5586	5586	5586	5586	5610	5610	5610	5578	5566	5564	5564	5518	5533	5533	5564	5533	
5625	5610	5625	5645	5645	5645	5645	5640	5625	5625	5610	5610	5586	5610	5578	5578	5578	5578	5586	5586	5586	5566	5564	5533	5533	5214	5518	5518	5533	5518	
5610	5586	5610	5640	5640	5640	5640	5625	5610	5610	5586	5586	5578	5586	5566	5566	5566	5566	5578	5578	5578	5564	5533	5518	5518	5105	5214	5214	5518	5214	
5586	5578	5586	5625	5625	5625	5625	5610	5586	5586	5578	5578	5566	5578	5564	5564	5564	5564	5566	5566	5566	5533	5518	5214	5214	5050	5105	5105	5214	5131	
5578	5570	5578	5610	5610	5610	5610	5586	5578	5578	5566	5566	5564	5566	5518	5518	5533	5533	5564	5564	5564	5518	5214	5106	5105	5022	5050	5050	5105	5105	
5570	5566	5570	5586	5586	5586	5586	5578	5566	5566	5564	5564	5518	5564	5507	5507	5518	5518	5533	5533	5533	5214	5106	5105	5050	4944	5022	5022	5050	5050	
5566	5564	5566	5578	5578	5578	5578	5566	5564	5564	5518	5518	5507	5518	5162	5162	5507	5507	5518	5518	5518	5106	5105	5050	5022	4937	4944	4944	5022	5022	
5564	5545	5564	5570	5570	5570	5566	5564	5518	5518	5507	5507	5174	5507	5106	5106	5162	5162	5507	5214	5214	5105	5050	5022	4944	4911	4937	4937	4998	4998	
5545	5541	5545	5566	5566	5566	5564	5518	5507	5507	5267	5267	5162	5162	5050	5050	5106	5106	5162	5162	5106	5050	5022	4944	4937	4882	4911	4911	4944	4944	
5541	5518	5541	5564	5564	5564	5518	5507	5267	5267	5174	5174	5106	5106	5022	5022	5050	5105	5106	5106	5105	5022	4985	4937	4882	4877	4882	4882	4937	4937	
5518	5507	5518	5541	5518	5518	5507	5267	5174	5174	5162	5162	5050	5050	4997	4997	5022	5050	5105	5105	5050	4997	4944	4882	4877	4862	4877	4877	4911	4911	
5507	5267	5507	5518	5507	5507	5267	5174	5162	5162	5106	5106	5022	5022	4985	4985	4997	5022	5050	5050	5022	4985	4937	4877	4862	4846	4862	4862	4882	4882	
5267	5174	5267	5507	5267	5267	5174	5162	5106	5106	5050	5050	4997	4997	4944	4944	4985	4997	5022	5022	4997	4944	4882	4846	4846	4843	4846	4846	4877	4877	
5174	5162	5174	5267	5174	5174	5162	5106	5050	5050	5022	5022	4985	4985	4937	4937	4944	4985	4997	4997	4985	4937	4877	4843	4843	4830	4830	4830	4862	4862	
