0	5915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5915	5915	5717	5695	5695	5695	5695	5695	5695	5915	5915	5850	
5915	5717	5915	0	0	0	0	0	0	0	0	0	5915	5915	5915	5915	5915	5915	5717	5717	5695	0	0	0	0	0	0	5695	5695	5695	
5717	5694	5717	5915	0	0	0	0	0	5915	5915	5915	5717	5717	5717	5717	5717	5717	5695	5695	5694	5694	5694	5694	5694	5694	5694	0	0	0	
5694	5645	5694	5717	5915	5915	5915	5915	5915	5717	5717	5717	5694	5694	5695	5695	5695	5695	5694	5694	5672	5672	5672	5672	5672	5672	5672	5672	5672	5672	
5645	5625	5645	5694	5717	5717	5717	5717	5717	5694	5694	5694	5672	5672	5694	5694	5694	5694	5672	5672	5625	5625	5625	5640	5640	5640	5640	5640	5640	5640	
5625	5541	5625	5645	5694	5694	5694	5694	5694	5672	5672	5672	5645	5645	5672	5672	5672	5672	5625	5625	5518	5518	5564	5564	5564	5564	5564	5564	5564	5564	
5541	5507	5541	5625	5645	5645	5645	5645	5672	5645	5645	5645	5625	5625	5625	5625	5625	5625	5507	4985	4985	4985	5518	5518	5518	5518	5518	5518	5518	5518	
5507	4985	5507	5541	5625	5625	5625	5625	5645	5625	5625	5625	5507	5507	5507	5507	5507	5507	4985	4770	4770	4770	4985	4877	4877	4877	4877	4877	4877	4877	
4985	4979	4985	5507	5507	5507	5507	5507	5625	5507	5507	5507	4985	4985	4985	4985	4985	4985	4770	4761	4761	4761	4877	4770	4770	4770	4770	4770	4770	4770	
4979	4928	4979	4985	4985	4985	4985	4985	5507	4985	4985	4985	4928	4928	4928	4928	4928	4928	4761	4748	4748	4748	4770	4761	4761	4761	4761	4761	4761	4761	
4928	4924	4928	4979	4979	4979	4979	4979	4985	4979	4979	4979	4770	4770	4770	4770	4770	4770	4748	4739	4739	4739	4761	4748	4748	4753	4753	4753	4753	4753	
4924	4835	4924	4928	4928	4928	4928	4928	4979	4928	4928	4928	4761	4761	4761	4761	4761	4761	4739	4726	4726	0	4748	4739	4739	4748	4748	4748	4748	4748	
4835	4813	4835	4924	4924	4924	4924	4924	4928	4924	4770	4770	4739	4739	4739	4739	4739	4739	4726	4675	4675	4726	4739	0	0	4739	4739	4739	4739	4739	
4813	4770	4770	4835	4835	4835	4835	4835	4924	4835	4761	4761	4726	4726	4726	4726	4726	4726	4675	4674	4674	4675	0	4726	4726	0	0	0	0	0	
0	4739	4739	4770	4770	4770	4770	4770	4835	4770	4739	4739	4708	4675	4675	4675	4675	4675	4674	4668	4668	4674	4726	4675	4675	4726	4726	4726	4726	4726	
4770	4726	4726	4739	4739	4739	4761	4761	4770	4761	4726	4726	4674	4674	4674	4674	4674	4674	4668	4663	4663	4668	4675	4674	4674	4675	4675	4675	4675	4675	
4739	4708	4708	4726	4726	4726	4739	4739	4761	4739	4708	4708	4668	4668	4668	4668	4668	4668	4663	4587	4587	4663	4674	4668	4668	4674	4674	4674	4668	4668	
4726	4688	4688	4708	4708	4708	4726	4726	4739	4726	4688	4688	4663	4663	4663	4663	4663	4663	4587	4546	4546	4601	4668	4663	4663	4668	4668	4668	4663	4663	
4708	4679	4679	4688	4688	4688	4708	4708	4726	4708	4674	4674	4618	4587	4587	4587	4587	4587	4546	4533	4533	4587	4663	4601	4601	4663	4663	4663	4655	4655	
4688	4674	4674	4679	4679	4679	4688	4688	4708	4688	4668	4668	4587	4546	4546	4546	4546	4546	4533	4505	4505	4546	4601	4587	4587	4601	4601	4601	4601	4601	
4679	4663	4663	4674	4674	4674	4674	4674	4688	4674	4663	4663	4546	4498	4505	4505	4505	4533	4505	4461	4461	4533	4587	4533	4533	4587	4587	4587	4587	4587	
4674	4618	4618	4663	4663	4663	4663	4663	4674	4668	4618	4618	4498	4478	4498	4498	4498	4505	4461	4376	4376	4505	4546	4505	4505	4533	4533	4533	4533	4533	
4663	4587	4587	4618	4618	4618	4618	4618	4668	4663	4587	4587	4478	4475	4478	4478	4475	4498	4376	4212	4212	4461	4533	4461	4461	4505	4505	4505	4505	4505	
4618	4546	4546	4587	4587	4587	4587	4587	4663	4618	4546	4546	4475	4461	4475	4475	4461	4461	4212	4174	4174	4376	4505	4376	4399	4461	4461	4461	4461	4461	
4587	4498	4498	4546	4546	4546	4546	4546	4618	4587	4498	4498	4461	4376	4461	4461	4376	4376	4174	4148	4148	4212	4461	4212	4376	4399	4399	4399	4399	4399	
4546	4487	4478	4498	4498	4498	4498	4498	4587	4546	4478	4478	4376	4212	4376	4376	4217	4212	4148	4116	4116	4174	4376	4174	4312	4376	4212	4398	4398	4398	
4498	4478	4475	4478	4478	4478	4478	4478	4546	4498	4475	4475	4212	4174	4212	4321	4212	4174	4116	4078	4078	4148	4261	4148	4212	4212	4174	4212	4212	4212	
4487	4475	4461	4475	4475	4475	4475	4475	4498	4478	4461	4461	4174	4116	4174	4212	4174	4148	4078	4017	4054	4116	4212	4116	4174	4174	4148	4174	4174	4174	
0	4461	4376	4461	4461	4461	4461	4461	4478	4475	4376	4376	4116	4078	4116	4174	4116	4116	4017	3934	3934	4078	4174	4078	4148	4148	4116	4148	4148	4164	
4478	4376	4307	4376	4376	4376	4376	4376	4475	4461	4212	4212	4078	4017	4078	4116	4078	4078	3934	3923	3923	4054	4148	4054	4116	4116	4079	4116	4116	4148	
4475	4307	4212	4307	4307	4307	4307	4212	4461	4376	4188	4188	3949	3949	4017	4078	4017	4017	3923	3774	3774	3934	4116	3934	4079	4079	4078	4079	4079	4116	
4461	4212	4188	4212	4212	4212	4212	4188	4376	4212	4174	4174	3923	3923	3949	4017	3949	3934	3774	3718	3718	3923	4078	3923	4078	4078	4054	4078	3923	4079	
