2513	2281	2232	2232	2208	2208	2077	2281	2300	2281	2142	2142	2178	2178	2286	2362	2362	2362	2286	2243	2243	2211	2178	2235	2235	2235	2286	2286	2286	2286	
2281	2232	2208	2208	2077	2077	2065	2208	2281	2142	2077	2077	2144	2144	2211	2286	2286	2286	2243	2211	2211	2178	2142	2178	2178	2178	2235	2235	2235	2141	
2232	2208	2077	2077	2001	2001	2001	2077	2142	2077	2065	2065	2142	2142	2178	2243	2243	2243	2211	2178	2178	2142	2098	2098	2098	2141	2178	2141	2141	2098	
2208	2175	2001	2001	1884	1884	1884	2065	2077	2065	2017	2017	2065	2065	2144	2211	2211	2211	2178	2142	2142	2067	2067	2067	2067	2098	2141	2098	2098	2093	
2175	2077	1884	1884	1560	1635	1635	2001	2065	2017	2000	2000	2017	2030	2142	2178	2178	2178	2142	2067	2067	2048	2048	2048	2048	2067	2098	2067	2067	2067	
0	2001	1560	1560	1458	1582	1582	1884	2001	2000	1884	1884	2000	2017	2065	2144	2144	2144	2067	2048	2048	2036	2036	2036	2036	2048	2067	2048	2048	2048	
2077	1884	1546	1536	1374	1560	1560	1635	2000	1884	1688	1688	1884	2000	2030	2142	2142	2142	2048	2030	2030	2030	2030	2030	2030	2036	2048	2036	2036	2036	
2001	1663	1536	1458	1276	1540	1540	1582	1884	1688	1669	1665	1665	1665	2017	2065	2065	2065	2030	2017	2017	1647	1675	1704	1704	2030	2036	2030	1585	1666	
1884	1601	1458	1276	1259	1458	1518	1560	1688	1669	1582	1637	1651	1651	1637	2030	2030	2048	2017	1683	1683	1483	1647	1675	1675	1704	2030	1565	1565	1585	
1663	1560	1427	1259	1256	1374	1458	1518	1669	1582	1560	1582	1637	1637	1582	2017	2017	2030	1683	1369	1647	1369	1565	1647	1571	1571	1704	1277	1472	1575	
0	1546	1276	1256	1236	1276	1374	1458	1635	1560	1518	1524	1582	1582	1467	1582	1374	2017	1369	1322	1369	1322	1369	1565	1565	1565	1565	1263	1449	1565	
1601	1458	1259	1236	1235	1259	1276	1374	1582	1518	1374	1518	1524	1518	1374	1472	1369	1369	1322	1277	1322	1277	1322	1322	1322	1322	1322	1258	1277	1489	
0	1427	1256	1235	0	1256	1259	1276	1560	1477	1369	1374	1518	1374	1369	1374	1322	1322	1277	1240	1277	1263	1277	1277	1277	1277	1277	1254	1263	1449	
1560	1276	1236	0	1234	1236	1256	1256	1518	1374	1256	1369	1374	1369	1322	1369	1240	1240	1240	1237	1263	1254	1263	1263	1263	1263	1263	1234	1258	1277	
1546	1264	1235	1234	1233	1235	1240	1240	1374	1256	1240	1256	1369	1240	1240	1322	1237	1237	1237	1233	1237	1237	1254	1258	1258	1258	1258	1233	1254	1275	
1458	1259	0	1233	1218	0	1236	1236	1256	1240	1236	1240	1240	1237	1237	1240	1159	1233	1233	1202	1233	1233	1237	1254	1254	1254	1254	0	1234	1263	
1427	1256	1234	1142	1142	1234	1235	1235	1240	1236	1235	1237	1237	1159	1159	1237	1153	1159	1202	1159	0	0	1233	1237	1234	1234	1234	1133	1233	1258	
1276	1236	1233	1104	1050	1233	0	1234	1236	1235	1233	1236	1236	1153	1153	1159	1125	1130	1159	1130	1207	1207	0	1234	1233	1233	1233	1120	0	1254	
1264	1235	1142	1050	1030	1218	1234	1233	1235	1233	1227	1227	1159	1125	1125	1153	1109	1109	1130	1063	1159	1159	1051	1233	0	0	0	1038	1133	1234	
0	0	1104	1030	1001	1142	1233	1153	1234	1153	1153	1159	1153	1109	1109	1125	1051	1051	1051	1051	1130	1051	1035	0	1051	1175	1175	1035	1120	1233	
1259	1234	1050	1016	995	1050	1153	1134	1233	1134	1134	1153	1109	1078	1051	1109	1034	1034	1034	1034	1051	1035	1034	1051	1035	1133	1133	1029	1112	0	
1256	1233	1030	995	988	1001	1050	1061	1153	1061	1061	1109	1061	1061	1035	1051	987	987	1029	1029	1035	1034	1029	1035	1029	1064	1120	0	1038	1133	
1236	1104	1016	988	976	995	1001	1050	1134	1035	1035	1061	1041	1051	981	981	981	981	987	987	1034	1029	0	1034	0	1051	1051	985	1029	1131	
1235	1052	995	976	0	988	995	1035	1061	1001	1001	1035	1035	1035	0	0	977	977	981	984	1029	0	987	1029	987	1035	1035	984	0	1120	
0	1050	988	945	945	976	988	1001	1035	995	995	1016	1001	1001	979	976	973	0	977	981	987	987	984	0	984	1029	1029	977	985	1112	
1234	1030	984	943	943	949	976	995	1001	988	988	1001	995	995	976	973	966	973	0	977	984	984	981	1024	981	0	0	974	984	1098	
1233	1016	976	936	935	945	949	988	995	981	981	995	981	981	973	966	959	966	973	0	981	981	978	987	978	987	984	970	974	1038	
1104	988	948	935	930	943	945	976	988	979	979	988	979	979	966	959	954	959	966	966	978	978	977	984	977	984	978	965	970	1029	
1052	984	945	930	928	935	943	973	979	976	976	981	976	976	959	946	946	954	959	959	977	977	0	981	974	981	977	963	965	985	
0	982	943	928	927	928	935	949	976	973	973	979	973	973	946	935	935	946	954	954	0	0	0	978	970	978	974	950	963	974	
1050	976	936	927	915	927	928	935	973	935	935	976	966	966	945	891	924	924	950	950	974	0	974	977	965	977	970	924	950	970	
1030	948	935	924	901	915	927	928	935	928	927	973	959	959	935	876	891	891	946	946	966	974	970	0	963	974	965	892	929	965	
1016	945	930	915	888	901	915	927	928	927	915	959	945	946	891	863	876	876	924	924	965	966	966	974	950	970	963	876	924	963	
988	943	928	889	874	888	901	915	927	915	891	935	935	945	876	823	863	863	891	891	959	965	965	970	924	965	950	873	902	950	
984	936	927	888	868	868	888	901	915	901	888	915	915	935	863	821	823	849	876	876	954	963	963	966	892	963	924	871	892	929	
982	928	924	874	797	797	868	888	901	888	868	891	891	915	823	797	797	830	863	863	950	959	959	965	876	950	892	862	873	924	
0	927	922	793	793	793	858	868	888	868	865	888	865	891	821	787	795	823	849	849	943	954	950	963	873	924	876	860	871	902	
976	924	915	780	772	787	797	858	868	863	863	865	863	863	797	768	787	797	830	830	924	950	943	950	860	892	873	850	862	892	
948	922	905	772	740	786	793	797	863	858	858	863	858	823	787	756	770	795	823	823	891	943	924	924	844	876	862	825	860	871	
945	915	889	740	736	772	787	793	858	821	821	858	823	821	768	739	768	787	795	795	876	924	923	923	830	873	860	823	825	862	
943	905	874	726	726	740	786	787	821	797	814	821	821	797	756	724	756	0	787	787	873	923	892	892	825	862	850	796	823	860	
936	889	793	725	704	736	772	786	797	793	797	797	797	793	739	719	739	770	0	0	863	892	891	891	796	860	844	795	796	825	
928	874	780	704	0	726	745	772	793	787	793	793	793	787	724	713	724	756	782	782	830	891	876	876	795	850	825	794	795	823	
927	793	740	0	701	704	736	745	787	786	787	787	787	768	719	705	719	739	770	770	795	876	873	873	788	844	823	793	794	796	
922	783	725	701	695	0	726	736	786	745	786	739	768	739	713	677	713	724	756	739	787	873	830	860	0	825	796	788	793	795	
915	780	0	695	685	701	704	726	745	739	745	724	739	724	705	663	705	719	739	719	782	863	796	830	756	823	795	776	788	794	
905	740	704	0	676	695	0	710	739	726	739	704	724	719	685	659	677	713	724	713	770	830	795	796	749	796	794	756	776	793	
889	725	0	685	658	685	701	704	736	724	726	0	719	705	679	635	664	705	719	705	719	795	788	795	706	795	793	752	756	788	
874	0	701	658	649	676	695	0	726	704	724	701	704	704	677	629	663	703	713	703	713	788	0	788	703	788	788	749	752	776	
793	704	695	649	628	658	685	701	724	0	704	695	0	685	663	628	629	685	705	687	712	787	787	0	685	0	0	737	749	773	
783	701	685	628	618	649	679	695	710	701	0	685	701	679	659	624	628	677	703	685	705	782	782	782	683	756	776	731	744	756	
0	695	678	618	617	628	676	685	704	695	701	679	695	677	648	622	624	664	687	683	703	719	719	756	676	749	756	718	737	752	
780	678	658	617	0	618	658	679	0	685	695	677	685	663	635	610	0	663	685	664	687	713	706	706	664	737	752	706	731	749	
740	658	649	0	0	617	649	676	701	679	685	676	679	659	629	578	622	654	664	663	685	706	705	705	661	706	749	703	718	744	
725	649	628	0	0	0	635	659	695	677	679	663	677	648	628	573	578	629	663	629	683	705	703	703	657	703	737	694	706	737	
0	628	618	0	597	0	628	658	685	676	677	659	676	635	624	572	571	628	654	628	664	703	685	685	654	685	731	692	703	731	
701	618	617	582	582	0	618	649	679	659	676	635	663	629	622	571	567	627	629	627	657	687	683	683	634	683	706	683	694	718	
695	617	0	0	0	597	617	635	677	635	659	629	659	628	610	567	566	624	628	624	633	685	676	676	633	676	703	0	692	717	
678	0	0	580	580	582	0	628	676	628	635	628	635	617	578	565	565	0	627	0	628	683	664	664	0	661	694	676	683	706	
658	0	0	579	572	0	0	0	659	617	629	617	629	578	573	555	552	622	624	614	627	676	657	657	630	657	692	661	0	703	
649	0	586	572	563	572	0	617	649	0	628	611	628	573	572	552	548	577	0	584	624	664	647	654	627	0	683	657	676	694	
